user_id,arm,device_type,session_date,converted,revenue
U01772,treatment,desktop,2025-09-10,False,0.0
U02107,treatment,desktop,2025-09-27,True,54.92
U01822,treatment,mobile,2025-09-25,False,0.0
U01226,control,desktop,2025-09-08,True,64.67
U01631,treatment,mobile,2025-09-01,False,0.0
U01707,treatment,desktop,2025-09-16,False,0.0
U01263,control,desktop,2025-09-11,False,0.0
U01523,control,mobile,2025-09-14,False,0.0
U01721,treatment,desktop,2025-09-12,True,24.02
U02148,treatment,mobile,2025-09-22,True,-17.45
U01982,treatment,mobile,2025-09-15,True,33.85
U01315,control,desktop,2025-09-12,False,0.0
U01537,control,desktop,2025-09-27,False,0.0
U01188,control,mobile,2025-09-08,False,0.0
U01517,control,desktop,2025-09-11,True,35.53
U01967,treatment,desktop,2025-09-28,False,0.0
U01703,treatment,mobile,2025-09-21,False,0.0
U01365,control,desktop,2025-09-20,False,0.0
